bundle,family,stage,model,bin,n_bin_predictions,sample_index_min,sample_index_max,source_file,state_0_occupancy,state_1_occupancy,mean_confidence,mean_entropy_bits,switch_rate
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,2,151,595,6472,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,0.6158940397350994,0.3841059602649007,nan,nan,0.10666666666666667
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,3,151,924,8049,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,0.6622516556291391,0.33774834437086093,nan,nan,0.12
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,4,151,926,9637,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,0.7218543046357616,0.2781456953642384,nan,nan,0.12666666666666668
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,5,150,1106,10970,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,0.54,0.46,nan,nan,0.12080536912751678
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,6,150,10971,11946,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,0.8133333333333334,0.18666666666666668,nan,nan,0.04697986577181208
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,7,150,11947,13223,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,0.8466666666666667,0.15333333333333332,nan,nan,0.10738255033557047
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,8,150,1463,14626,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,0.48,0.52,nan,nan,0.16778523489932887
pipeline,z_loop,04_hsmm_using_cnn_embeddings,gpu_hsmm_duration,9,150,1666,15000,pipeline\pipeline\z_loop\04_hsmm_using_cnn_embeddings\20260505_103411_hsmm_together_z_loop_family\hsmm_predictions.npz,0.6266666666666667,0.37333333333333335,nan,nan,0.18791946308724833
pipeline,z_loop,05_dmm,dmm,0,1502,0,3730,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.5086551264980027,0.49134487350199735,0.681935747953928,0.856610048247912,0.07728181212524983
pipeline,z_loop,05_dmm,dmm,1,1502,3665,5187,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.4833555259653795,0.5166444740346205,0.6842669864072305,0.8545999295526808,0.10259826782145237
pipeline,z_loop,05_dmm,dmm,2,1502,546,6460,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.5099866844207723,0.49001331557922767,0.6853341240381274,0.8532778648668857,0.09993337774816789
pipeline,z_loop,05_dmm,dmm,3,1502,6396,7918,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.5605858854860186,0.4394141145139814,0.6707376253985851,0.8672151728417556,0.09993337774816789
pipeline,z_loop,05_dmm,dmm,4,1502,819,9190,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.5053262316910786,0.49467376830892146,0.686441502939369,0.8519289138975005,0.11858760826115923
pipeline,z_loop,05_dmm,dmm,5,1501,9127,10648,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.6002664890073285,0.39973351099267157,0.6656840320907379,0.8713874342300152,0.10133333333333333
pipeline,z_loop,05_dmm,dmm,6,1501,1092,11920,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.5269820119920053,0.47301798800799466,0.683818903785797,0.8538955410756427,0.10266666666666667
pipeline,z_loop,05_dmm,dmm,7,1501,11856,13377,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.6255829447035309,0.374417055296469,0.6685095386930817,0.867772582196065,0.09466666666666666
pipeline,z_loop,05_dmm,dmm,8,1501,1365,14650,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.5616255829447035,0.43837441705529645,0.6778912522012913,0.8576660942930535,0.116
pipeline,z_loop,05_dmm,dmm,9,1501,1638,15014,pipeline\pipeline\z_loop\05_dmm\20260505_103853_dmm_together_z_loop_family\predictions_dmm.npz,0.5143237841439041,0.48567621585609594,0.6848417094435237,0.8537543424480898,0.12066666666666667
individual,parity,cthmm,gpu_cthmm,0,70148,0,70147,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,0.014497918686206307,0.9855020813137937,0.9919492470492127,0.02539908483496531,0.02899625073060858
individual,parity,cthmm,gpu_cthmm,1,70148,70148,140295,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,0.0144836631122769,0.9855163368877231,0.9917946476054897,0.027072422912821043,0.028967739176301195
individual,parity,cthmm,gpu_cthmm,2,70148,140296,210443,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,0.0144836631122769,0.9855163368877231,0.9917976244227905,0.027022423870065843,0.028967739176301195
individual,parity,cthmm,gpu_cthmm,3,70148,210444,280591,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,0.37758738666818725,0.6224126133318127,0.9943415047644943,0.020162624441789505,0.01831867364249362
individual,parity,cthmm,gpu_cthmm,4,70148,280592,350739,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,1.0,0.0,0.9998229025567469,0.0015196621961824667,0.0
individual,parity,cthmm,gpu_cthmm,5,70148,350740,420887,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,1.0,0.0,0.9999554314876137,0.0004484059524317211,0.0
individual,parity,cthmm,gpu_cthmm,6,70148,420888,491035,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,1.0,0.0,0.9997733712566819,0.0020175339125401382,0.0
individual,parity,cthmm,gpu_cthmm,7,70148,491036,561183,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,1.0,0.0,0.9996529392655494,0.0027534675809843434,0.0
individual,parity,cthmm,gpu_cthmm,8,70148,561184,631331,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,1.0,0.0,0.9999998322669827,1.7343235031064044e-06,0.0
individual,parity,cthmm,gpu_cthmm,9,70148,631332,701479,individual\individual\parity\cthmm\20260504_230557_cthmm_together_parity_run\teacher_predictions.npz,1.0,0.0,0.9999997116701357,3.1217665148977636e-06,0.0
individual,parity,hsmm,gpu_hsmm_duration,0,10522,60,96865,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,0.0,1.0,nan,nan,0.0
individual,parity,hsmm,gpu_hsmm_duration,1,10522,10772,160077,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,0.0,1.0,nan,nan,0.0
individual,parity,hsmm,gpu_hsmm_duration,2,10522,17960,222447,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,0.0,1.0,nan,nan,0.0
individual,parity,hsmm,gpu_hsmm_duration,3,10522,25132,312153,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,0.4035354495343091,0.5964645504656909,nan,nan,9.5047999239616e-05
individual,parity,hsmm,gpu_hsmm_duration,4,10522,261928,375595,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,1.0,0.0,nan,nan,0.0
individual,parity,hsmm,gpu_hsmm_duration,5,10522,269134,437721,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,1.0,0.0,nan,nan,0.0
individual,parity,hsmm,gpu_hsmm_duration,6,10522,276392,502581,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,1.0,0.0,nan,nan,0.0
individual,parity,hsmm,gpu_hsmm_duration,7,10522,279878,581016,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,1.0,0.0,nan,nan,0.0
individual,parity,hsmm,gpu_hsmm_duration,8,10522,517625,644689,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,0.9990496103402395,0.0009503896597605018,nan,nan,0.001710863986313088
individual,parity,hsmm,gpu_hsmm_duration,9,10522,523226,701474,individual\individual\parity\hsmm\20260504_233338_hsmm_together_parity_run\hsmm_predictions.npz,0.9050560729899259,0.09494392701007413,nan,nan,0.11880999904952001
individual,x_loop,cthmm,gpu_cthmm,0,18600,0,18599,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.08951612903225807,0.910483870967742,0.6576968948430912,0.8946059309655394,0.04672294209366095
individual,x_loop,cthmm,gpu_cthmm,1,18600,18600,37199,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.2525268817204301,0.7474731182795699,0.606486790638457,0.9515939398267027,0.07919780633367385
individual,x_loop,cthmm,gpu_cthmm,2,18600,37200,55799,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.3604838709677419,0.6395161290322581,0.601260346831173,0.9543588113742512,0.08984353997526749
individual,x_loop,cthmm,gpu_cthmm,3,18600,55800,74399,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.468494623655914,0.531505376344086,0.5973389560496936,0.9603807422198509,0.0918328942416259
individual,x_loop,cthmm,gpu_cthmm,4,18600,74400,92999,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.6104301075268818,0.3895698924731183,0.593983286343595,0.962042294417186,0.09366094951341469
individual,x_loop,cthmm,gpu_cthmm,5,18600,93000,111599,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.6577419354838709,0.34225806451612906,0.602870231706609,0.955256716203028,0.08172482391526426
individual,x_loop,cthmm,gpu_cthmm,6,18600,111600,130199,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.6847849462365592,0.31521505376344083,0.6006388489629633,0.9540760825128863,0.0948438088069251
individual,x_loop,cthmm,gpu_cthmm,7,18600,130200,148799,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.725,0.275,0.6118159201260536,0.9460531818645945,0.06968116565406743
individual,x_loop,cthmm,gpu_cthmm,8,18600,148800,167399,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.6634946236559139,0.336505376344086,0.6004761547939752,0.9549956816059624,0.08559599978493468
individual,x_loop,cthmm,gpu_cthmm,9,18600,167400,185999,individual\individual\x_loop\cthmm\20260505_014342_cthmm_together_x_loop_run\teacher_predictions.npz,0.5384408602150538,0.4615591397849462,0.5950287268206638,0.961029867074301,0.0944136781547395
individual,x_loop,hsmm,gpu_hsmm_duration,0,2790,240,131159,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.3935483870967742,0.6064516129032258,nan,nan,0.07565435640014342
individual,x_loop,hsmm,gpu_hsmm_duration,1,2790,13500,149249,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.41863799283154124,0.5813620071684588,nan,nan,0.10433847257081391
individual,x_loop,hsmm,gpu_hsmm_duration,2,2790,15780,165179,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.3767025089605735,0.6232974910394266,nan,nan,0.11150950161348154
individual,x_loop,hsmm,gpu_hsmm_duration,3,2790,16800,182969,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.26200716845878136,0.7379928315412186,nan,nan,0.08246683399067767
individual,x_loop,hsmm,gpu_hsmm_duration,4,2790,2520,185939,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.13082437275985664,0.8691756272401434,nan,nan,0.0570096808892076
individual,x_loop,hsmm,gpu_hsmm_duration,5,2790,3750,47969,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.21397849462365592,0.7860215053763441,nan,nan,0.08246683399067767
individual,x_loop,hsmm,gpu_hsmm_duration,6,2790,6030,67349,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.22437275985663083,0.7756272401433691,nan,nan,0.06955898171387594
individual,x_loop,hsmm,gpu_hsmm_duration,7,2790,7200,83579,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.3372759856630824,0.6627240143369175,nan,nan,0.08676945141627823
individual,x_loop,hsmm,gpu_hsmm_duration,8,2790,8640,100199,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.4336917562724014,0.5663082437275986,nan,nan,0.10003585514521333
individual,x_loop,hsmm,gpu_hsmm_duration,9,2790,10800,119969,individual\individual\x_loop\hsmm\20260505_015629_hsmm_together_x_loop_run\hsmm_predictions.npz,0.39390681003584227,0.6060931899641577,nan,nan,0.09107206884187881
individual,z_loop,cthmm,gpu_cthmm,0,1502,0,1501,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.5645805592543276,0.43541944074567246,0.7983255810966187,0.6372286622777689,0.07728181212524983
individual,z_loop,cthmm,gpu_cthmm,1,1502,1502,3003,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.5945406125166445,0.4054593874833555,0.7942949729102271,0.6511546386406978,0.07994670219853431
individual,z_loop,cthmm,gpu_cthmm,2,1502,3004,4505,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.5798934753661784,0.4201065246338216,0.827592738498543,0.5737944356542105,0.04197201865423051
individual,z_loop,cthmm,gpu_cthmm,3,1502,4506,6007,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.6857523302263648,0.31424766977363516,0.7732089657520009,0.7086244616553226,0.11658894070619587
individual,z_loop,cthmm,gpu_cthmm,4,1502,6008,7509,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.5778961384820239,0.422103861517976,0.8369239196875758,0.5571934632611039,0.03530979347101932
individual,z_loop,cthmm,gpu_cthmm,5,1501,7510,9010,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.6908727514990006,0.3091272485009993,0.7723082687599034,0.7061692635368271,0.118
individual,z_loop,cthmm,gpu_cthmm,6,1501,9011,10511,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.5962691538974018,0.4037308461025983,0.8446971943662772,0.5332490384213584,0.046
individual,z_loop,cthmm,gpu_cthmm,7,1501,10512,12012,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.6482345103264491,0.351765489673551,0.8013632355889505,0.6433979070286538,0.10333333333333333
individual,z_loop,cthmm,gpu_cthmm,8,1501,12013,13513,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.586275816122585,0.41372418387741505,0.8364502288038773,0.5489922383831833,0.054
individual,z_loop,cthmm,gpu_cthmm,9,1501,13514,15014,individual\individual\z_loop\cthmm\20260505_024243_cthmm_together_z_loop_run\teacher_predictions.npz,0.569620253164557,0.43037974683544306,0.8075995941228822,0.616522730474078,0.09266666666666666
individual,z_loop,hsmm,gpu_hsmm_duration,0,226,91,3900,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.5486725663716814,0.45132743362831856,nan,nan,0.06666666666666667
individual,z_loop,hsmm,gpu_hsmm_duration,1,226,3836,5120,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.7345132743362832,0.26548672566371684,nan,nan,0.10222222222222223
individual,z_loop,hsmm,gpu_hsmm_duration,2,226,595,6264,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.6327433628318584,0.3672566371681416,nan,nan,0.1511111111111111
individual,z_loop,hsmm,gpu_hsmm_duration,3,226,882,8175,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.5973451327433629,0.4026548672566372,nan,nan,0.12
individual,z_loop,hsmm,gpu_hsmm_duration,4,225,883,9556,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.7644444444444445,0.23555555555555555,nan,nan,0.12053571428571429
individual,z_loop,hsmm,gpu_hsmm_duration,5,225,1106,10905,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.5777777777777777,0.4222222222222222,nan,nan,0.10714285714285714
individual,z_loop,hsmm,gpu_hsmm_duration,6,225,1305,11931,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.7333333333333333,0.26666666666666666,nan,nan,0.10714285714285714
individual,z_loop,hsmm,gpu_hsmm_duration,7,225,11932,13325,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.7511111111111111,0.24888888888888888,nan,nan,0.10267857142857142
individual,z_loop,hsmm,gpu_hsmm_duration,8,225,1428,14726,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.37333333333333335,0.6266666666666667,nan,nan,0.16964285714285715
individual,z_loop,hsmm,gpu_hsmm_duration,9,225,1652,15000,individual\individual\z_loop\hsmm\20260505_024835_hsmm_together_z_loop_run\hsmm_predictions.npz,0.6488888888888888,0.3511111111111111,nan,nan,0.20089285714285715
